"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"07/18/2022 12:35:00","LONGIL",61762,140.68,5.40,-83.81
"07/18/2022 12:35:00","MHK VL",61756,53.89,2.42,0.00
"07/18/2022 12:35:00","MILLWD",61759,141.36,5.10,-84.80
"07/18/2022 12:35:00","N.Y.C.",61761,141.02,5.76,-83.79
"07/18/2022 12:35:00","NORTH",61755,32.01,-1.44,18.02
"07/18/2022 12:35:00","NPX",61845,160.67,3.34,-105.86
"07/18/2022 12:35:00","O H",61846,61.12,-1.54,-11.20
"07/18/2022 12:35:00","PJM",61847,87.43,2.21,-33.75
"07/18/2022 12:35:00","WEST",61752,63.49,-0.36,-12.38
"07/18/2022 12:40:00","CAPITL",61757,190.46,7.86,-98.04
"07/18/2022 12:40:00","CENTRL",61754,86.25,1.69,0.00
"07/18/2022 12:40:00","DUNWOD",61760,123.04,9.05,-29.43
"07/18/2022 12:40:00","GENESE",61753,85.15,0.60,0.00
"07/18/2022 12:40:00","H Q",61844,64.72,-2.53,17.30
"07/18/2022 12:40:00","HUD VL",61758,122.40,7.86,-29.98
"07/18/2022 12:40:00","LONGIL",61762,123.15,9.13,-29.46
"07/18/2022 12:40:00","MHK VL",61756,88.45,3.89,0.00
"07/18/2022 12:40:00","MILLWD",61759,122.90,8.54,-29.81
"07/18/2022 12:40:00","N.Y.C.",61761,123.64,9.64,-29.45
"07/18/2022 12:40:00","NORTH",61755,75.85,-2.37,6.33
"07/18/2022 12:40:00","NPX",61845,99.45,5.58,-9.31
"07/18/2022 12:40:00","O H",61846,85.61,-2.88,-3.94
"07/18/2022 12:40:00","PJM",61847,88.92,3.72,-0.65
"07/18/2022 12:40:00","WEST",61752,88.06,-0.85,-4.35
"07/18/2022 12:45:00","CAPITL",61757,180.30,7.70,-88.89
"07/18/2022 12:45:00","CENTRL",61754,85.48,1.76,0.00
"07/18/2022 12:45:00","DUNWOD",61760,119.45,9.04,-26.68
"07/18/2022 12:45:00","GENESE",61753,84.14,0.42,0.00
"07/18/2022 12:45:00","H Q",61844,63.91,-2.51,17.30
"07/18/2022 12:45:00","HUD VL",61758,118.77,7.87,-27.18
"07/18/2022 12:45:00","LONGIL",61762,119.55,9.13,-26.71
"07/18/2022 12:45:00","MHK VL",61756,87.57,3.85,0.00
"07/18/2022 12:45:00","MILLWD",61759,119.19,8.45,-27.03
"07/18/2022 12:45:00","N.Y.C.",61761,120.05,9.62,-26.70
"07/18/2022 12:45:00","NORTH",61755,75.63,-2.34,5.74
"07/18/2022 12:45:00","NPX",61845,93.67,5.52,-4.43
"07/18/2022 12:45:00","O H",61846,84.10,-3.18,-3.57
"07/18/2022 12:45:00","PJM",61847,86.29,3.60,1.03
"07/18/2022 12:45:00","WEST",61752,86.49,-1.17,-3.94
"07/18/2022 12:50:00","CAPITL",61757,253.76,6.35,-179.09
"07/18/2022 12:50:00","CENTRL",61754,69.82,1.50,0.00
"07/18/2022 12:50:00","DUNWOD",61760,129.32,7.24,-53.76
"07/18/2022 12:50:00","GENESE",61753,69.00,0.68,0.00
"07/18/2022 12:50:00","H Q",61844,66.27,-2.05,0.00
"07/18/2022 12:50:00","HUD VL",61758,129.44,6.35,-54.76
"07/18/2022 12:50:00","LONGIL",61762,129.44,7.31,-53.81
"07/18/2022 12:50:00","MHK VL",61756,71.46,3.14,0.00
"07/18/2022 12:50:00","MILLWD",61759,129.53,6.77,-54.45
"07/18/2022 12:50:00","N.Y.C.",61761,129.84,7.72,-53.80
"07/18/2022 12:50:00","NORTH",61755,54.84,-1.91,11.57
"07/18/2022 12:50:00","NPX",61845,168.42,4.51,-95.59
"07/18/2022 12:50:00","O H",61846,73.32,-2.19,-7.19
"07/18/2022 12:50:00","PJM",61847,104.18,3.08,-32.78
"07/18/2022 12:50:00","WEST",61752,75.72,-0.55,-7.95
"07/18/2022 12:55:00","CAPITL",61757,332.60,4.73,-276.47
"07/18/2022 12:55:00","CENTRL",61754,52.53,1.13,0.00
"07/18/2022 12:55:00","DUNWOD",61760,139.74,5.35,-82.99
"07/18/2022 12:55:00","GENESE",61753,52.07,0.67,0.00
"07/18/2022 12:55:00","H Q",61844,49.86,-1.54,0.00
"07/18/2022 12:55:00","HUD VL",61758,140.62,4.68,-84.54
"07/18/2022 12:55:00","LONGIL",61762,139.87,5.40,-83.07
"07/18/2022 12:55:00","MHK VL",61756,53.72,2.32,0.00
"07/18/2022 12:55:00","MILLWD",61759,140.50,5.04,-84.05
"07/18/2022 12:55:00","N.Y.C.",61761,140.11,5.65,-83.05
"07/18/2022 12:55:00","NORTH",61755,32.10,-1.44,17.86
"07/18/2022 12:55:00","NPX",61845,202.32,3.34,-147.57
"07/18/2022 12:55:00","O H",61846,61.01,-1.49,-11.10
"07/18/2022 12:55:00","PJM",61847,104.22,2.21,-50.60
"07/18/2022 12:55:00","WEST",61752,63.31,-0.36,-12.27
"07/18/2022 13:00:00","CAPITL",61757,332.29,4.69,-276.02
"07/18/2022 13:00:00","CENTRL",61754,52.77,1.19,0.00
"07/18/2022 13:00:00","DUNWOD",61760,140.36,5.62,-83.15
"07/18/2022 13:00:00","GENESE",61753,52.20,0.62,0.00
"07/18/2022 13:00:00","H Q",61844,49.98,-1.60,0.00
"07/18/2022 13:00:00","HUD VL",61758,141.47,4.90,-84.98
"07/18/2022 13:00:00","LONGIL",61762,140.59,5.78,-83.23
"07/18/2022 13:00:00","MHK VL",61756,53.91,2.32,0.00
"07/18/2022 13:00:00","MILLWD",61759,141.07,5.26,-84.22
"07/18/2022 13:00:00","N.Y.C.",61761,140.72,5.93,-83.21
"07/18/2022 13:00:00","NORTH",61755,32.16,-1.55,17.88
"07/18/2022 13:00:00","NPX",61845,202.76,3.46,-147.72
"07/18/2022 13:00:00","O H",61846,61.10,-1.60,-11.11
"07/18/2022 13:00:00","PJM",61847,104.66,2.37,-50.70
"07/18/2022 13:00:00","WEST",61752,63.51,-0.36,-12.28
"07/18/2022 13:05:00","CAPITL",61757,295.36,5.99,-223.58
"07/18/2022 13:05:00","CENTRL",61754,67.37,1.58,0.00
"07/18/2022 13:05:00","DUNWOD",61760,140.32,7.17,-67.35
"07/18/2022 13:05:00","GENESE",61753,66.72,0.92,0.00
"07/18/2022 13:05:00","H Q",61844,63.69,-2.11,0.00
"07/18/2022 13:05:00","HUD VL",61758,140.88,6.25,-68.83
"07/18/2022 13:05:00","LONGIL",61762,140.58,7.37,-67.42
"07/18/2022 13:05:00","MHK VL",61756,68.89,3.09,0.00
"07/18/2022 13:05:00","MILLWD",61759,140.73,6.71,-68.22
"07/18/2022 13:05:00","N.Y.C.",61761,140.76,7.56,-67.40
"07/18/2022 13:05:00","NORTH",61755,49.27,-2.04,14.48
"07/18/2022 13:05:00","NPX",61845,189.86,4.41,-119.65
"07/18/2022 13:05:00","O H",61846,72.96,-1.84,-9.00
"07/18/2022 13:05:00","PJM",61847,110.02,3.16,-41.07
"07/18/2022 13:05:00","WEST",61752,75.42,-0.33,-9.95
"07/18/2022 13:10:00","CAPITL",61757,112.41,9.76,0.00
"07/18/2022 13:10:00","CENTRL",61754,104.91,2.26,0.00
"07/18/2022 13:10:00","DUNWOD",61760,114.05,11.39,0.00
"07/18/2022 13:10:00","GENESE",61753,103.47,0.82,0.00
"07/18/2022 13:10:00","H Q",61844,99.37,-3.29,0.00
"07/18/2022 13:10:00","HUD VL",61758,112.72,10.07,0.00
"07/18/2022 13:10:00","LONGIL",61762,114.35,11.70,0.00
"07/18/2022 13:10:00","MHK VL",61756,107.28,4.62,0.00
"07/18/2022 13:10:00","MILLWD",61759,113.43,10.78,0.00
"07/18/2022 13:10:00","N.Y.C.",61761,114.76,12.11,0.00
"07/18/2022 13:10:00","NORTH",61755,99.47,-3.18,0.00
"07/18/2022 13:10:00","NPX",61845,109.73,7.08,0.00
"07/18/2022 13:10:00","O H",61846,98.96,-3.69,0.00
"07/18/2022 13:10:00","PJM",61847,107.38,4.72,0.00
"07/18/2022 13:10:00","WEST",61752,101.43,-1.23,0.00
"07/18/2022 13:15:00","CAPITL",61757,126.40,10.97,0.00
"07/18/2022 13:15:00","CENTRL",61754,117.73,2.31,0.00
"07/18/2022 13:15:00","DUNWOD",61760,128.35,12.92,0.00
"07/18/2022 13:15:00","GENESE",61753,116.01,0.58,0.00
"07/18/2022 13:15:00","H Q",61844,111.85,-3.58,0.00
"07/18/2022 13:15:00","HUD VL",61758,126.74,11.32,0.00
"07/18/2022 13:15:00","LONGIL",61762,128.69,13.27,0.00
"07/18/2022 13:15:00","MHK VL",61756,120.50,5.07,0.00
"07/18/2022 13:15:00","MILLWD",61759,127.54,12.12,0.00
"07/18/2022 13:15:00","N.Y.C.",61761,129.04,13.61,0.00
"07/18/2022 13:15:00","NORTH",61755,111.97,-3.46,0.00
"07/18/2022 13:15:00","NPX",61845,123.38,7.96,0.00
"07/18/2022 13:15:00","O H",61846,110.81,-4.62,0.00
"07/18/2022 13:15:00","PJM",61847,120.62,5.20,0.00
"07/18/2022 13:15:00","WEST",61752,113.57,-1.85,0.00
"07/18/2022 13:20:00","CAPITL",61757,110.11,9.56,0.00
"07/18/2022 13:20:00","CENTRL",61754,102.56,2.01,0.00
"07/18/2022 13:20:00","DUNWOD",61760,111.81,11.26,0.00
"07/18/2022 13:20:00","GENESE",61753,101.06,0.51,0.00
"07/18/2022 13:20:00","H Q",61844,97.44,-3.12,0.00
"07/18/2022 13:20:00","HUD VL",61758,110.41,9.86,0.00
"07/18/2022 13:20:00","LONGIL",61762,112.01,11.46,0.00
"07/18/2022 13:20:00","MHK VL",61756,104.87,4.32,0.00
"07/18/2022 13:20:00","MILLWD",61759,111.11,10.56,0.00
"07/18/2022 13:20:00","N.Y.C.",61761,112.52,11.96,0.00
"07/18/2022 13:20:00","NORTH",61755,97.54,-3.01,0.00
"07/18/2022 13:20:00","NPX",61845,107.49,6.93,0.00
"07/18/2022 13:20:00","O H",61846,96.53,-4.03,0.00
"07/18/2022 13:20:00","PJM",61847,105.08,4.53,0.00
"07/18/2022 13:20:00","WEST",61752,98.84,-1.71,0.00
"07/18/2022 13:25:00","CAPITL",61757,111.77,9.60,0.00
"07/18/2022 13:25:00","CENTRL",61754,104.41,2.24,0.00
"07/18/2022 13:25:00","DUNWOD",61760,113.50,11.34,0.00
"07/18/2022 13:25:00","GENESE",61753,103.08,0.92,0.00
"07/18/2022 13:25:00","H Q",61844,98.89,-3.27,0.00
"07/18/2022 13:25:00","HUD VL",61758,112.07,9.91,0.00
"07/18/2022 13:25:00","LONGIL",61762,113.50,11.34,0.00
"07/18/2022 13:25:00","MHK VL",61756,106.56,4.39,0.00
"07/18/2022 13:25:00","MILLWD",61759,112.79,10.62,0.00
"07/18/2022 13:25:00","N.Y.C.",61761,114.11,11.95,0.00
"07/18/2022 13:25:00","NORTH",61755,99.00,-3.17,0.00
"07/18/2022 13:25:00","NPX",61845,109.12,6.95,0.00
"07/18/2022 13:25:00","O H",61846,98.59,-3.58,0.00
"07/18/2022 13:25:00","PJM",61847,106.97,4.80,0.00
"07/18/2022 13:25:00","WEST",61752,101.14,-1.02,0.00
"07/18/2022 13:30:00","CAPITL",61757,131.59,11.30,0.00
"07/18/2022 13:30:00","CENTRL",61754,123.06,2.77,0.00
"07/18/2022 13:30:00","DUNWOD",61760,133.52,13.23,0.00
"07/18/2022 13:30:00","GENESE",61753,121.37,1.08,0.00
"07/18/2022 13:30:00","H Q",61844,116.44,-3.85,0.00
"07/18/2022 13:30:00","HUD VL",61758,131.95,11.66,0.00
"07/18/2022 13:30:00","LONGIL",61762,133.64,13.35,0.00
"07/18/2022 13:30:00","MHK VL",61756,125.58,5.29,0.00
"07/18/2022 13:30:00","MILLWD",61759,132.80,12.51,0.00
"07/18/2022 13:30:00","N.Y.C.",61761,134.36,14.07,0.00
"07/18/2022 13:30:00","NORTH",61755,116.56,-3.73,0.00
"07/18/2022 13:30:00","NPX",61845,128.58,8.29,0.00
"07/18/2022 13:30:00","O H",61846,116.08,-4.21,0.00
"07/18/2022 13:30:00","PJM",61847,126.06,5.77,0.00
"07/18/2022 13:30:00","WEST",61752,119.21,-1.08,0.00
"07/18/2022 13:35:00","CAPITL",61757,352.11,30.56,0.00
"07/18/2022 13:35:00","CENTRL",61754,328.95,7.40,0.00
"07/18/2022 13:35:00","DUNWOD",61760,357.23,35.69,0.00
"07/18/2022 13:35:00","GENESE",61753,323.49,1.94,0.00
"07/18/2022 13:35:00","H Q",61844,310.94,-10.60,0.00
"07/18/2022 13:35:00","HUD VL",61758,353.08,31.53,0.00
"07/18/2022 13:35:00","LONGIL",61762,356.92,35.37,0.00
"07/18/2022 13:35:00","MHK VL",61756,335.68,14.13,0.00
"07/18/2022 13:35:00","MILLWD",61759,355.30,33.75,0.00
"07/18/2022 13:35:00","N.Y.C.",61761,359.15,37.60,0.00
"07/18/2022 13:35:00","NORTH",61755,311.24,-10.30,0.00
"07/18/2022 13:35:00","NPX",61845,344.05,22.50,0.00
"07/18/2022 13:35:00","O H",61846,308.67,-12.87,0.00
"07/18/2022 13:35:00","PJM",61847,336.98,15.43,0.00
"07/18/2022 13:35:00","WEST",61752,317.04,-4.50,0.00
"07/18/2022 13:40:00","CAPITL",61757,815.04,63.64,-88.52
"07/18/2022 13:40:00","CENTRL",61754,676.82,13.94,0.00
"07/18/2022 13:40:00","DUNWOD",61760,763.15,73.57,-26.71
"07/18/2022 13:40:00","GENESE",61753,666.20,3.33,0.00
"07/18/2022 13:40:00","H Q",61844,641.64,-21.24,0.00
"07/18/2022 13:40:00","HUD VL",61758,755.14,65.00,-27.27
"07/18/2022 13:40:00","LONGIL",61762,762.52,72.92,-26.73
"07/18/2022 13:40:00","MHK VL",61756,692.01,29.13,0.00
"07/18/2022 13:40:00","MILLWD",61759,758.71,68.94,-26.90
"07/18/2022 13:40:00","N.Y.C.",61761,766.46,76.86,-26.73
"07/18/2022 13:40:00","NORTH",61755,636.58,-20.55,5.74
"07/18/2022 13:40:00","NPX",61845,756.70,46.39,-47.44
"07/18/2022 13:40:00","O H",61846,639.91,-26.54,-3.57
"07/18/2022 13:40:00","PJM",61847,709.67,30.51,-16.28
"07/18/2022 13:40:00","WEST",61752,656.19,-10.63,-3.95
"07/18/2022 13:45:00","CAPITL",61757,731.57,63.50,0.00
"07/18/2022 13:45:00","CENTRL",61754,680.73,12.66,0.00
"07/18/2022 13:45:00","DUNWOD",61760,743.54,75.47,0.00
"07/18/2022 13:45:00","GENESE",61753,670.08,2.01,0.00
"07/18/2022 13:45:00","H Q",61844,646.66,-21.40,0.00
"07/18/2022 13:45:00","HUD VL",61758,734.87,66.80,0.00
"07/18/2022 13:45:00","LONGIL",61762,744.20,76.13,0.00
"07/18/2022 13:45:00","MHK VL",61756,697.43,29.36,0.00
"07/18/2022 13:45:00","MILLWD",61759,739.59,71.52,0.00
"07/18/2022 13:45:00","N.Y.C.",61761,748.20,80.13,0.00
"07/18/2022 13:45:00","NORTH",61755,647.35,-20.72,0.00
"07/18/2022 13:45:00","NPX",61845,715.51,47.44,0.00
"07/18/2022 13:45:00","O H",61846,639.36,-28.71,0.00
"07/18/2022 13:45:00","PJM",61847,698.16,30.09,0.00
"07/18/2022 13:45:00","WEST",61752,654.71,-13.36,0.00
"07/18/2022 13:50:00","CAPITL",61757,228.11,19.80,0.00
"07/18/2022 13:50:00","CENTRL",61754,212.26,3.95,0.00
"07/18/2022 13:50:00","DUNWOD",61760,231.84,23.53,0.00
"07/18/2022 13:50:00","GENESE",61753,207.89,-0.42,0.00
"07/18/2022 13:50:00","H Q",61844,201.64,-6.67,0.00
"07/18/2022 13:50:00","HUD VL",61758,229.14,20.83,0.00
"07/18/2022 13:50:00","LONGIL",61762,232.26,23.95,0.00
"07/18/2022 13:50:00","MHK VL",61756,217.47,9.16,0.00
"07/18/2022 13:50:00","MILLWD",61759,230.61,22.30,0.00
"07/18/2022 13:50:00","N.Y.C.",61761,233.09,24.78,0.00
"07/18/2022 13:50:00","NORTH",61755,201.85,-6.46,0.00
"07/18/2022 13:50:00","NPX",61845,223.10,14.79,0.00
"07/18/2022 13:50:00","O H",61846,197.90,-10.41,0.00
"07/18/2022 13:50:00","PJM",61847,217.26,8.95,0.00
"07/18/2022 13:50:00","WEST",61752,202.89,-5.42,0.00
"07/18/2022 13:55:00","CAPITL",61757,132.69,11.52,0.00
"07/18/2022 13:55:00","CENTRL",61754,123.60,2.42,0.00
"07/18/2022 13:55:00","DUNWOD",61760,134.98,13.81,0.00
"07/18/2022 13:55:00","GENESE",61753,121.54,0.36,0.00
"07/18/2022 13:55:00","H Q",61844,117.29,-3.88,0.00
"07/18/2022 13:55:00","HUD VL",61758,133.29,12.12,0.00
"07/18/2022 13:55:00","LONGIL",61762,134.98,13.81,0.00
"07/18/2022 13:55:00","MHK VL",61756,126.38,5.21,0.00
"07/18/2022 13:55:00","MILLWD",61759,134.27,13.09,0.00
"07/18/2022 13:55:00","N.Y.C.",61761,135.83,14.66,0.00
"07/18/2022 13:55:00","NORTH",61755,117.42,-3.76,0.00
"07/18/2022 13:55:00","NPX",61845,129.78,8.60,0.00
"07/18/2022 13:55:00","O H",61846,115.97,-5.21,0.00
"07/18/2022 13:55:00","PJM",61847,126.75,5.58,0.00
"07/18/2022 13:55:00","WEST",61752,118.87,-2.31,0.00
"07/18/2022 14:00:00","CAPITL",61757,104.30,9.05,0.00
"07/18/2022 14:00:00","CENTRL",61754,97.25,2.00,0.00
"07/18/2022 14:00:00","DUNWOD",61760,106.10,10.85,0.00
"07/18/2022 14:00:00","GENESE",61753,95.92,0.67,0.00
"07/18/2022 14:00:00","H Q",61844,92.19,-3.05,0.00
"07/18/2022 14:00:00","HUD VL",61758,104.77,9.52,0.00
"07/18/2022 14:00:00","LONGIL",61762,106.20,10.95,0.00
"07/18/2022 14:00:00","MHK VL",61756,99.25,4.00,0.00
"07/18/2022 14:00:00","MILLWD",61759,105.44,10.20,0.00
"07/18/2022 14:00:00","N.Y.C.",61761,106.86,11.62,0.00
"07/18/2022 14:00:00","NORTH",61755,92.11,-3.14,0.00
"07/18/2022 14:00:00","NPX",61845,101.91,6.67,0.00
"07/18/2022 14:00:00","O H",61846,91.82,-3.42,0.00
"07/18/2022 14:00:00","PJM",61847,99.82,4.57,0.00
"07/18/2022 14:00:00","WEST",61752,94.11,-1.14,0.00
"07/18/2022 14:05:00","CAPITL",61757,101.01,8.77,0.00
"07/18/2022 14:05:00","CENTRL",61754,93.99,1.75,0.00
"07/18/2022 14:05:00","DUNWOD",61760,102.93,10.69,0.00
"07/18/2022 14:05:00","GENESE",61753,92.70,0.46,0.00
"07/18/2022 14:05:00","H Q",61844,89.20,-3.04,0.00
"07/18/2022 14:05:00","HUD VL",61758,101.55,9.31,0.00
"07/18/2022 14:05:00","LONGIL",61762,103.22,10.97,-0.01
"07/18/2022 14:05:00","MHK VL",61756,96.11,3.87,0.00
"07/18/2022 14:05:00","MILLWD",61759,102.30,10.06,0.00
"07/18/2022 14:05:00","N.Y.C.",61761,103.68,11.44,0.00
"07/18/2022 14:05:00","NORTH",61755,89.20,-3.04,0.00
"07/18/2022 14:05:00","NPX",61845,98.79,6.55,0.00
"07/18/2022 14:05:00","O H",61846,88.64,-3.60,0.00
"07/18/2022 14:05:00","PJM",61847,96.67,4.43,0.00
"07/18/2022 14:05:00","WEST",61752,90.76,-1.48,0.00
"07/18/2022 14:10:00","CAPITL",61757,97.39,8.20,0.00
"07/18/2022 14:10:00","CENTRL",61754,91.07,1.88,0.00
"07/18/2022 14:10:00","DUNWOD",61760,99.53,10.34,0.00
"07/18/2022 14:10:00","GENESE",61753,89.64,0.45,0.00
"07/18/2022 14:10:00","H Q",61844,86.25,-2.94,0.00
"07/18/2022 14:10:00","HUD VL",61758,98.19,9.00,0.00
"07/18/2022 14:10:00","LONGIL",61762,103.07,10.70,-3.18
"07/18/2022 14:10:00","MHK VL",61756,92.94,3.75,0.00
"07/18/2022 14:10:00","MILLWD",61759,98.91,9.72,0.00
"07/18/2022 14:10:00","N.Y.C.",61761,100.25,11.06,0.00
"07/18/2022 14:10:00","NORTH",61755,86.25,-2.94,0.00
"07/18/2022 14:10:00","NPX",61845,95.52,6.33,0.00
"07/18/2022 14:10:00","O H",61846,85.80,-3.39,0.00
"07/18/2022 14:10:00","PJM",61847,93.56,4.37,0.00
"07/18/2022 14:10:00","WEST",61752,87.94,-1.25,0.00
"07/18/2022 14:15:00","CAPITL",61757,106.16,9.03,0.00
"07/18/2022 14:15:00","CENTRL",61754,99.07,1.94,0.00
"07/18/2022 14:15:00","DUNWOD",61760,108.39,11.26,0.00
"07/18/2022 14:15:00","GENESE",61753,97.32,0.19,0.00
"07/18/2022 14:15:00","H Q",61844,93.92,-3.20,0.00
"07/18/2022 14:15:00","HUD VL",61758,106.93,9.81,0.00
"07/18/2022 14:15:00","LONGIL",61762,108.68,11.55,0.00
"07/18/2022 14:15:00","MHK VL",61756,101.20,4.08,0.00
"07/18/2022 14:15:00","MILLWD",61759,107.71,10.59,0.00
"07/18/2022 14:15:00","N.Y.C.",61761,109.17,12.04,0.00
"07/18/2022 14:15:00","NORTH",61755,93.82,-3.30,0.00
"07/18/2022 14:15:00","NPX",61845,104.02,6.90,0.00
"07/18/2022 14:15:00","O H",61846,92.95,-4.17,0.00
"07/18/2022 14:15:00","PJM",61847,101.69,4.57,0.00
"07/18/2022 14:15:00","WEST",61752,95.28,-1.85,0.00
"07/18/2022 14:20:00","CAPITL",61757,111.43,9.48,0.00
"07/18/2022 14:20:00","CENTRL",61754,104.19,2.24,0.00
"07/18/2022 14:20:00","DUNWOD",61760,113.67,11.72,0.00
"07/18/2022 14:20:00","GENESE",61753,102.36,0.41,0.00
"07/18/2022 14:20:00","H Q",61844,98.59,-3.36,0.00
"07/18/2022 14:20:00","HUD VL",61758,112.14,10.19,0.00
"07/18/2022 14:20:00","LONGIL",61762,113.67,11.72,0.00
"07/18/2022 14:20:00","MHK VL",61756,106.23,4.28,0.00
"07/18/2022 14:20:00","MILLWD",61759,113.06,11.11,0.00
"07/18/2022 14:20:00","N.Y.C.",61761,114.38,12.43,0.00
"07/18/2022 14:20:00","NORTH",61755,98.38,-3.57,0.00
"07/18/2022 14:20:00","NPX",61845,109.19,7.24,0.00
"07/18/2022 14:20:00","O H",61846,97.87,-4.08,0.00
"07/18/2022 14:20:00","PJM",61847,106.95,4.99,0.00
"07/18/2022 14:20:00","WEST",61752,100.42,-1.53,0.00
"07/18/2022 14:25:00","CAPITL",61757,111.55,9.58,0.00
"07/18/2022 14:25:00","CENTRL",61754,103.90,1.93,0.00
"07/18/2022 14:25:00","DUNWOD",61760,113.69,11.72,0.00
"07/18/2022 14:25:00","GENESE",61753,102.38,0.41,0.00
"07/18/2022 14:25:00","H Q",61844,98.61,-3.36,0.00
"07/18/2022 14:25:00","HUD VL",61758,112.17,10.20,0.00
"07/18/2022 14:25:00","LONGIL",61762,113.69,11.72,0.00
"07/18/2022 14:25:00","MHK VL",61756,106.15,4.18,0.00
"07/18/2022 14:25:00","MILLWD",61759,112.99,11.02,0.00
"07/18/2022 14:25:00","N.Y.C.",61761,114.41,12.44,0.00
"07/18/2022 14:25:00","NORTH",61755,98.50,-3.47,0.00
"07/18/2022 14:25:00","NPX",61845,109.21,7.24,0.00
"07/18/2022 14:25:00","O H",61846,97.89,-4.08,0.00
"07/18/2022 14:25:00","PJM",61847,106.97,5.00,0.00
"07/18/2022 14:25:00","WEST",61752,100.45,-1.53,0.00
"07/18/2022 14:30:00","CAPITL",61757,126.40,10.86,0.00
"07/18/2022 14:30:00","CENTRL",61754,117.73,2.19,0.00
"07/18/2022 14:30:00","DUNWOD",61760,128.83,13.28,0.00
"07/18/2022 14:30:00","GENESE",61753,116.24,0.70,0.00
"07/18/2022 14:30:00","H Q",61844,111.73,-3.81,0.00
"07/18/2022 14:30:00","HUD VL",61758,126.99,11.44,0.00
"07/18/2022 14:30:00","LONGIL",61762,129.06,13.51,0.00
"07/18/2022 14:30:00","MHK VL",61756,120.17,4.63,0.00
"07/18/2022 14:30:00","MILLWD",61759,128.03,12.48,0.00
"07/18/2022 14:30:00","N.Y.C.",61761,129.52,13.98,0.00
"07/18/2022 14:30:00","NORTH",61755,111.62,-3.93,0.00
"07/18/2022 14:30:00","NPX",61845,123.75,8.20,0.00
"07/18/2022 14:30:00","O H",61846,111.15,-4.39,0.00
"07/18/2022 14:30:00","PJM",61847,121.20,5.66,0.00
"07/18/2022 14:30:00","WEST",61752,113.93,-1.62,0.00
"07/18/2022 14:35:00","CAPITL",61757,145.79,12.65,0.00
"07/18/2022 14:35:00","CENTRL",61754,135.25,2.12,0.00
"07/18/2022 14:35:00","DUNWOD",61760,148.70,15.57,0.00
"07/18/2022 14:35:00","GENESE",61753,133.40,0.27,0.00
"07/18/2022 14:35:00","H Q",61844,128.87,-4.27,0.00
"07/18/2022 14:35:00","HUD VL",61758,146.57,13.44,0.00
"07/18/2022 14:35:00","LONGIL",61762,149.37,16.24,0.00
"07/18/2022 14:35:00","MHK VL",61756,138.46,5.33,0.00
"07/18/2022 14:35:00","MILLWD",61759,147.78,14.64,0.00
"07/18/2022 14:35:00","N.Y.C.",61761,149.64,16.50,0.00
"07/18/2022 14:35:00","NORTH",61755,128.74,-4.39,0.00
"07/18/2022 14:35:00","NPX",61845,142.72,9.59,0.00
"07/18/2022 14:35:00","O H",61846,127.28,-5.85,0.00
"07/18/2022 14:35:00","PJM",61847,139.39,6.26,0.00
"07/18/2022 14:35:00","WEST",61752,130.33,-2.80,0.00
"07/18/2022 14:40:00","CAPITL",61757,139.26,11.96,0.00
"07/18/2022 14:40:00","CENTRL",61754,129.46,2.16,0.00
"07/18/2022 14:40:00","DUNWOD",61760,142.06,14.76,0.00
"07/18/2022 14:40:00","GENESE",61753,127.81,0.51,0.00
"07/18/2022 14:40:00","H Q",61844,123.10,-4.20,0.00
"07/18/2022 14:40:00","HUD VL",61758,140.03,12.73,0.00
"07/18/2022 14:40:00","LONGIL",61762,143.21,15.91,0.00
"07/18/2022 14:40:00","MHK VL",61756,132.52,5.22,0.00
"07/18/2022 14:40:00","MILLWD",61759,141.17,13.88,0.00
"07/18/2022 14:40:00","N.Y.C.",61761,142.95,15.65,0.00
"07/18/2022 14:40:00","NORTH",61755,123.10,-4.20,0.00
"07/18/2022 14:40:00","NPX",61845,136.34,9.04,0.00
"07/18/2022 14:40:00","O H",61846,121.95,-5.34,0.01
"07/18/2022 14:40:00","PJM",61847,133.40,6.11,0.00
"07/18/2022 14:40:00","WEST",61752,125.00,-2.29,0.01
"07/18/2022 14:45:00","CAPITL",61757,133.60,11.48,0.00
"07/18/2022 14:45:00","CENTRL",61754,124.20,2.07,0.00
"07/18/2022 14:45:00","DUNWOD",61760,136.16,14.04,0.00
"07/18/2022 14:45:00","GENESE",61753,122.98,0.86,0.00
"07/18/2022 14:45:00","H Q",61844,118.21,-3.91,0.00
"07/18/2022 14:45:00","HUD VL",61758,134.21,12.09,0.00
"07/18/2022 14:45:00","LONGIL",61762,137.89,15.02,-0.75
"07/18/2022 14:45:00","MHK VL",61756,127.01,4.89,0.00
"07/18/2022 14:45:00","MILLWD",61759,135.31,13.19,0.00
"07/18/2022 14:45:00","N.Y.C.",61761,136.89,14.77,0.00
"07/18/2022 14:45:00","NORTH",61755,118.09,-4.03,0.00
"07/18/2022 14:45:00","NPX",61845,130.79,8.67,0.00
"07/18/2022 14:45:00","O H",61846,117.36,-4.76,0.00
"07/18/2022 14:45:00","PJM",61847,127.86,5.74,0.00
"07/18/2022 14:45:00","WEST",61752,120.16,-1.96,0.00
"07/18/2022 14:50:00","CAPITL",61757,116.46,9.91,0.00
