i,t,s,ym_hol
5,4,29,0.0
5,4,30,0.0
5,4,31,0.0
5,4,32,0.0
5,4,33,0.0
5,4,34,0.0
5,4,35,0.0
5,4,36,0.0
5,4,37,0.0
5,4,38,0.0
5,4,39,0.0
5,4,40,0.0
5,4,41,0.0
5,4,42,0.0
5,4,43,0.0
5,4,44,0.0
5,4,45,0.0
5,4,46,0.0
5,4,47,0.0
5,4,48,0.0
5,4,49,0.0
5,4,50,0.0
5,4,51,0.0
5,4,52,0.0
5,4,53,0.0
5,4,54,0.0
5,4,55,0.0
5,4,56,0.0
5,4,57,0.0
5,4,58,0.0
5,4,59,0.0
5,4,60,0.0
5,4,61,0.0
5,4,62,0.0
5,4,63,0.0
5,4,64,0.0
5,4,65,0.0
5,4,66,0.0
5,4,67,0.0
5,4,68,0.0
5,4,69,0.0
5,4,70,0.0
5,4,71,0.0
5,4,72,0.0
5,4,73,0.0
5,4,74,0.0
5,4,75,0.0
5,4,76,0.0
5,4,77,0.0
5,4,78,0.0
5,4,79,0.0
5,4,80,0.0
5,4,81,0.0
5,4,82,0.0
5,4,83,0.0
5,4,84,0.0
5,4,85,0.0
5,4,86,0.0
5,4,87,0.0
5,4,88,0.0
5,4,89,0.0
5,4,90,0.0
5,4,91,0.0
5,4,92,0.0
5,4,93,0.0
5,4,94,0.0
5,4,95,0.0
5,4,96,0.0
5,4,97,0.0
5,4,98,0.0
5,4,99,0.0
5,5,0,0.0
5,5,1,0.0
5,5,2,0.0
5,5,3,0.0
5,5,4,0.0
5,5,5,0.0
5,5,6,0.0
5,5,7,0.0
5,5,8,0.0
5,5,9,0.0
5,5,10,0.0
5,5,11,0.0
5,5,12,0.0
5,5,13,0.0
5,5,14,0.0
5,5,15,0.0
5,5,16,0.0
5,5,17,0.0
5,5,18,0.0
5,5,19,0.0
5,5,20,0.0
5,5,21,0.0
5,5,22,0.0
5,5,23,0.0
5,5,24,0.0
5,5,25,0.0
5,5,26,0.0
5,5,27,0.0
5,5,28,0.0
5,5,29,0.0
5,5,30,0.0
5,5,31,0.0
5,5,32,0.0
5,5,33,0.0
5,5,34,0.0
5,5,35,0.0
5,5,36,0.0
5,5,37,0.0
5,5,38,0.0
5,5,39,0.0
5,5,40,0.0
5,5,41,0.0
5,5,42,0.0
5,5,43,0.0
5,5,44,0.0
5,5,45,0.0
5,5,46,0.0
5,5,47,0.0
5,5,48,0.0
5,5,49,0.0
5,5,50,0.0
5,5,51,0.0
5,5,52,0.0
5,5,53,0.0
5,5,54,0.0
5,5,55,0.0
5,5,56,0.0
5,5,57,0.0
5,5,58,0.0
5,5,59,0.0
5,5,60,0.0
5,5,61,0.0
5,5,62,0.0
5,5,63,0.0
5,5,64,0.0
5,5,65,0.0
5,5,66,0.0
5,5,67,0.0
5,5,68,0.0
5,5,69,0.0
5,5,70,0.0
5,5,71,0.0
5,5,72,0.0
5,5,73,0.0
5,5,74,0.0
5,5,75,0.0
5,5,76,0.0
5,5,77,0.0
5,5,78,0.0
5,5,79,0.0
5,5,80,0.0
5,5,81,0.0
5,5,82,0.0
5,5,83,0.0
5,5,84,0.0
5,5,85,0.0
5,5,86,0.0
5,5,87,0.0
5,5,88,0.0
5,5,89,0.0
5,5,90,0.0
5,5,91,0.0
5,5,92,0.0
5,5,93,0.0
5,5,94,0.0
5,5,95,0.0
5,5,96,0.0
5,5,97,0.0
5,5,98,0.0
5,5,99,0.0
5,6,0,0.0
5,6,1,0.0
5,6,2,0.0
5,6,3,0.0
5,6,4,0.0
5,6,5,0.0
5,6,6,0.0
5,6,7,0.0
5,6,8,0.0
5,6,9,0.0
5,6,10,0.0
5,6,11,0.0
5,6,12,0.0
5,6,13,0.0
5,6,14,0.0
5,6,15,0.0
5,6,16,0.0
5,6,17,0.0
5,6,18,0.0
5,6,19,0.0
5,6,20,0.0
5,6,21,0.0
5,6,22,0.0
5,6,23,0.0
5,6,24,0.0
5,6,25,0.0
5,6,26,0.0
5,6,27,0.0
5,6,28,0.0
5,6,29,0.0
5,6,30,0.0
5,6,31,0.0
5,6,32,0.0
5,6,33,0.0
5,6,34,0.0
5,6,35,0.0
5,6,36,0.0
5,6,37,0.0
5,6,38,0.0
5,6,39,0.0
5,6,40,0.0
5,6,41,0.0
5,6,42,0.0
5,6,43,0.0
5,6,44,0.0
5,6,45,0.0
5,6,46,0.0
5,6,47,0.0
5,6,48,0.0
5,6,49,0.0
5,6,50,0.0
5,6,51,0.0
5,6,52,0.0
5,6,53,0.0
5,6,54,0.0
5,6,55,0.0
5,6,56,0.0
5,6,57,0.0
5,6,58,0.0
5,6,59,0.0
5,6,60,0.0
5,6,61,0.0
5,6,62,0.0
5,6,63,0.0
5,6,64,0.0
5,6,65,0.0
5,6,66,0.0
5,6,67,0.0
5,6,68,0.0
5,6,69,0.0
5,6,70,0.0
5,6,71,0.0
5,6,72,0.0
5,6,73,0.0
5,6,74,0.0
5,6,75,0.0
5,6,76,0.0
5,6,77,0.0
5,6,78,0.0
5,6,79,0.0
5,6,80,0.0
5,6,81,0.0
5,6,82,0.0
5,6,83,0.0
5,6,84,0.0
5,6,85,0.0
5,6,86,0.0
5,6,87,0.0
5,6,88,0.0
5,6,89,0.0
5,6,90,0.0
5,6,91,0.0
5,6,92,0.0
5,6,93,0.0
5,6,94,0.0
5,6,95,0.0
5,6,96,0.0
5,6,97,0.0
5,6,98,0.0
5,6,99,0.0
5,7,0,0.0
5,7,1,0.0
5,7,2,0.0
5,7,3,0.0
5,7,4,0.0
5,7,5,0.0
5,7,6,0.0
5,7,7,0.0
5,7,8,0.0
5,7,9,0.0
5,7,10,0.0
5,7,11,0.0
5,7,12,0.0
5,7,13,0.0
5,7,14,0.0
5,7,15,0.0
5,7,16,0.0
5,7,17,0.0
5,7,18,0.0
5,7,19,0.0
5,7,20,0.0
5,7,21,0.0
5,7,22,0.0
5,7,23,0.0
5,7,24,0.0
5,7,25,0.0
5,7,26,0.0
5,7,27,0.0
5,7,28,0.0
5,7,29,0.0
5,7,30,0.0
5,7,31,0.0
5,7,32,0.0
5,7,33,0.0
5,7,34,0.0
5,7,35,0.0
5,7,36,0.0
5,7,37,0.0
5,7,38,0.0
5,7,39,0.0
5,7,40,0.0
5,7,41,0.0
5,7,42,0.0
5,7,43,0.0
5,7,44,0.0
5,7,45,0.0
5,7,46,0.0
5,7,47,0.0
5,7,48,0.0
5,7,49,0.0
5,7,50,0.0
5,7,51,0.0
5,7,52,0.0
5,7,53,0.0
5,7,54,0.0
5,7,55,0.0
5,7,56,0.0
5,7,57,0.0
5,7,58,0.0
5,7,59,0.0
5,7,60,0.0
5,7,61,0.0
5,7,62,0.0
5,7,63,0.0
5,7,64,0.0
5,7,65,0.0
5,7,66,0.0
5,7,67,0.0
5,7,68,0.0
5,7,69,0.0
5,7,70,0.0
5,7,71,0.0
5,7,72,0.0
5,7,73,0.0
5,7,74,0.0
5,7,75,0.0
5,7,76,0.0
5,7,77,0.0
5,7,78,0.0
5,7,79,0.0
5,7,80,0.0
5,7,81,0.0
5,7,82,0.0
5,7,83,0.0
5,7,84,0.0
5,7,85,0.0
5,7,86,0.0
5,7,87,0.0
5,7,88,0.0
5,7,89,0.0
5,7,90,0.0
5,7,91,0.0
5,7,92,0.0
5,7,93,0.0
5,7,94,0.0
5,7,95,0.0
5,7,96,0.0
5,7,97,0.0
5,7,98,0.0
5,7,99,0.0
5,8,0,0.0
5,8,1,0.0
5,8,2,0.0
5,8,3,0.0
5,8,4,0.0
5,8,5,0.0
5,8,6,0.0
5,8,7,0.0
5,8,8,0.0
5,8,9,0.0
5,8,10,0.0
5,8,11,0.0
5,8,12,0.0
5,8,13,0.0
5,8,14,0.0
5,8,15,0.0
5,8,16,0.0
5,8,17,0.0
5,8,18,0.0
5,8,19,0.0
5,8,20,0.0
5,8,21,0.0
5,8,22,0.0
5,8,23,0.0
5,8,24,0.0
5,8,25,0.0
5,8,26,0.0
5,8,27,0.0
5,8,28,0.0
5,8,29,0.0
5,8,30,0.0
5,8,31,0.0
5,8,32,0.0
5,8,33,0.0
5,8,34,0.0
5,8,35,0.0
5,8,36,0.0
5,8,37,0.0
5,8,38,0.0
5,8,39,0.0
5,8,40,0.0
5,8,41,0.0
5,8,42,0.0
5,8,43,0.0
5,8,44,0.0
5,8,45,0.0
5,8,46,0.0
5,8,47,0.0
5,8,48,0.0
5,8,49,0.0
5,8,50,0.0
5,8,51,0.0
5,8,52,0.0
5,8,53,0.0
5,8,54,0.0
5,8,55,0.0
5,8,56,0.0
5,8,57,0.0
5,8,58,0.0
5,8,59,0.0
5,8,60,0.0
5,8,61,0.0
5,8,62,0.0
5,8,63,0.0
5,8,64,0.0
5,8,65,0.0
5,8,66,0.0
5,8,67,0.0
5,8,68,0.0
5,8,69,0.0
5,8,70,0.0
5,8,71,0.0
5,8,72,0.0
5,8,73,0.0
5,8,74,0.0
5,8,75,0.0
5,8,76,0.0
5,8,77,0.0
5,8,78,0.0
5,8,79,0.0
5,8,80,0.0
5,8,81,0.0
5,8,82,0.0
5,8,83,0.0
5,8,84,0.0
5,8,85,0.0
5,8,86,0.0
5,8,87,0.0
5,8,88,0.0
5,8,89,0.0
5,8,90,0.0
5,8,91,0.0
5,8,92,0.0
5,8,93,0.0
5,8,94,0.0
5,8,95,0.0
5,8,96,0.0
5,8,97,0.0
5,8,98,0.0
5,8,99,0.0
5,9,0,41.0
5,9,1,40.0
5,9,2,40.0
5,9,3,40.0
5,9,4,41.0
5,9,5,41.0
5,9,6,40.0
5,9,7,40.0
5,9,8,40.0
5,9,9,40.0
5,9,10,40.0
5,9,11,40.0
5,9,12,40.0
5,9,13,40.0
5,9,14,41.0
5,9,15,40.0
5,9,16,40.0
5,9,17,40.0
5,9,18,40.0
5,9,19,35.0
5,9,20,40.0
5,9,21,40.0
5,9,22,40.0
5,9,23,40.0
5,9,24,40.0
5,9,25,40.0
5,9,26,31.0
5,9,27,40.0
5,9,28,40.0
5,9,29,41.0
5,9,30,40.0
5,9,31,40.0
5,9,32,40.0
5,9,33,40.0
5,9,34,40.0
5,9,35,40.0
5,9,36,41.0
5,9,37,40.0
5,9,38,40.0
5,9,39,40.0
5,9,40,37.0
5,9,41,41.0
5,9,42,40.0
5,9,43,40.0
5,9,44,40.0
5,9,45,33.0
5,9,46,28.0
5,9,47,40.0
5,9,48,40.0
5,9,49,40.0
5,9,50,41.0
5,9,51,41.0
5,9,52,40.0
5,9,53,40.0
5,9,54,40.0
5,9,55,40.0
5,9,56,40.0
5,9,57,40.0
5,9,58,40.0
5,9,59,40.0
5,9,60,40.0
5,9,61,41.0
5,9,62,40.0
5,9,63,40.0
5,9,64,40.0
5,9,65,41.0
5,9,66,40.0
5,9,67,40.0
5,9,68,41.0
5,9,69,40.0
5,9,70,41.0
5,9,71,40.0
5,9,72,40.0
5,9,73,40.0
5,9,74,41.0
5,9,75,40.0
5,9,76,40.0
5,9,77,40.0
5,9,78,40.0
5,9,79,40.0
5,9,80,41.0
5,9,81,41.0
5,9,82,40.0
5,9,83,41.0
5,9,84,40.0
5,9,85,41.0
5,9,86,30.0
5,9,87,40.0
5,9,88,40.0
5,9,89,40.0
5,9,90,40.0
5,9,91,40.0
5,9,92,40.0
5,9,93,40.0
5,9,94,41.0
5,9,95,40.0
5,9,96,41.0
5,9,97,40.0
5,9,98,40.0
5,9,99,40.0
5,10,0,0.0
5,10,1,0.0
5,10,2,0.0
5,10,3,0.0
5,10,4,0.0
5,10,5,0.0
5,10,6,0.0
5,10,7,0.0
5,10,8,0.0
5,10,9,0.0
5,10,10,0.0
5,10,11,0.0
5,10,12,0.0
5,10,13,0.0
5,10,14,0.0
5,10,15,0.0
5,10,16,0.0
5,10,17,0.0
5,10,18,0.0
5,10,19,0.0
5,10,20,0.0
5,10,21,0.0
5,10,22,0.0
5,10,23,0.0
5,10,24,0.0
5,10,25,0.0
5,10,26,0.0
5,10,27,0.0
5,10,28,0.0
5,10,29,0.0
5,10,30,0.0
5,10,31,0.0
5,10,32,0.0
5,10,33,0.0
5,10,34,0.0
5,10,35,0.0
5,10,36,0.0
5,10,37,0.0
5,10,38,0.0
5,10,39,0.0
5,10,40,0.0
5,10,41,0.0
5,10,42,0.0
5,10,43,0.0
5,10,44,0.0
5,10,45,0.0
5,10,46,0.0
5,10,47,0.0
5,10,48,0.0
5,10,49,0.0
5,10,50,0.0
5,10,51,0.0
5,10,52,0.0
5,10,53,0.0
5,10,54,0.0
5,10,55,0.0
5,10,56,0.0
5,10,57,0.0
5,10,58,0.0
5,10,59,0.0
5,10,60,0.0
5,10,61,0.0
5,10,62,0.0
5,10,63,0.0
5,10,64,0.0
5,10,65,0.0
5,10,66,0.0
5,10,67,0.0
5,10,68,0.0
5,10,69,0.0
5,10,70,0.0
5,10,71,0.0
5,10,72,0.0
5,10,73,0.0
5,10,74,0.0
5,10,75,0.0
5,10,76,0.0
5,10,77,0.0
5,10,78,0.0
5,10,79,0.0
5,10,80,0.0
5,10,81,0.0
5,10,82,0.0
5,10,83,0.0
5,10,84,0.0
5,10,85,0.0
5,10,86,0.0
5,10,87,0.0
5,10,88,0.0
5,10,89,0.0
5,10,90,0.0
5,10,91,0.0
5,10,92,0.0
5,10,93,0.0
5,10,94,0.0
5,10,95,0.0
5,10,96,0.0
5,10,97,0.0
5,10,98,0.0
5,10,99,0.0
5,11,0,0.0
5,11,1,0.0
5,11,2,0.0
5,11,3,0.0
5,11,4,0.0
5,11,5,0.0
5,11,6,0.0
5,11,7,0.0
5,11,8,0.0
5,11,9,0.0
5,11,10,0.0
5,11,11,0.0
5,11,12,0.0
5,11,13,0.0
5,11,14,0.0
5,11,15,0.0
5,11,16,0.0
5,11,17,0.0
5,11,18,0.0
5,11,19,0.0
5,11,20,0.0
5,11,21,0.0
5,11,22,0.0
5,11,23,0.0
5,11,24,0.0
5,11,25,0.0
5,11,26,0.0
5,11,27,0.0
5,11,28,0.0
5,11,29,0.0
5,11,30,0.0
5,11,31,0.0
5,11,32,0.0
5,11,33,0.0
5,11,34,0.0
5,11,35,0.0
5,11,36,0.0
5,11,37,0.0
5,11,38,0.0
5,11,39,0.0
5,11,40,0.0
5,11,41,0.0
5,11,42,0.0
5,11,43,0.0
5,11,44,0.0
5,11,45,0.0
5,11,46,0.0
5,11,47,0.0
5,11,48,0.0
5,11,49,0.0
5,11,50,0.0
5,11,51,0.0
5,11,52,0.0
5,11,53,0.0
5,11,54,0.0
5,11,55,0.0
5,11,56,0.0
5,11,57,0.0
5,11,58,0.0
5,11,59,0.0
5,11,60,0.0
5,11,61,0.0
5,11,62,0.0
5,11,63,0.0
5,11,64,0.0
5,11,65,0.0
5,11,66,0.0
5,11,67,0.0
5,11,68,0.0
5,11,69,0.0
5,11,70,0.0
5,11,71,0.0
5,11,72,0.0
5,11,73,0.0
5,11,74,0.0
5,11,75,0.0
5,11,76,0.0
5,11,77,0.0
5,11,78,0.0
5,11,79,0.0
5,11,80,0.0
5,11,81,0.0
5,11,82,0.0
5,11,83,0.0
5,11,84,0.0
5,11,85,0.0
5,11,86,0.0
5,11,87,0.0
5,11,88,0.0
5,11,89,0.0
5,11,90,0.0
5,11,91,0.0
5,11,92,0.0
5,11,93,0.0
5,11,94,0.0
5,11,95,0.0
5,11,96,0.0
5,11,97,0.0
5,11,98,0.0
5,11,99,0.0
5,12,0,0.0
5,12,1,0.0
5,12,2,0.0
5,12,3,0.0
5,12,4,0.0
5,12,5,0.0
5,12,6,0.0
5,12,7,0.0
5,12,8,0.0
5,12,9,0.0
5,12,10,0.0
5,12,11,0.0
5,12,12,0.0
5,12,13,0.0
5,12,14,0.0
5,12,15,0.0
5,12,16,0.0
5,12,17,0.0
5,12,18,0.0
5,12,19,0.0
5,12,20,0.0
5,12,21,0.0
5,12,22,0.0
5,12,23,0.0
5,12,24,0.0
5,12,25,0.0
5,12,26,0.0
5,12,27,0.0
5,12,28,0.0
5,12,29,0.0
5,12,30,0.0
5,12,31,0.0
5,12,32,0.0
5,12,33,0.0
5,12,34,0.0
5,12,35,0.0
5,12,36,0.0
5,12,37,0.0
5,12,38,0.0
5,12,39,0.0
5,12,40,0.0
5,12,41,0.0
5,12,42,0.0
5,12,43,0.0
5,12,44,0.0
5,12,45,0.0
5,12,46,0.0
5,12,47,0.0
5,12,48,0.0
5,12,49,0.0
5,12,50,0.0
5,12,51,0.0
5,12,52,0.0
5,12,53,0.0
5,12,54,0.0
5,12,55,0.0
5,12,56,0.0
5,12,57,0.0
5,12,58,0.0
5,12,59,0.0
5,12,60,0.0
5,12,61,0.0
5,12,62,0.0
5,12,63,0.0
5,12,64,0.0
5,12,65,0.0
5,12,66,0.0
5,12,67,0.0
5,12,68,0.0
5,12,69,0.0
5,12,70,0.0
5,12,71,0.0
5,12,72,0.0
5,12,73,0.0
5,12,74,0.0
5,12,75,0.0
5,12,76,0.0
5,12,77,0.0
5,12,78,0.0
5,12,79,0.0
5,12,80,0.0
5,12,81,0.0
5,12,82,0.0
5,12,83,0.0
5,12,84,0.0
5,12,85,0.0
5,12,86,0.0
5,12,87,0.0
5,12,88,0.0
5,12,89,0.0
5,12,90,0.0
5,12,91,0.0
5,12,92,0.0
5,12,93,0.0
5,12,94,0.0
5,12,95,0.0
5,12,96,0.0
5,12,97,0.0
5,12,98,0.0
5,12,99,0.0
5,13,0,0.0
5,13,1,0.0
5,13,2,0.0
5,13,3,0.0
5,13,4,0.0
5,13,5,0.0
5,13,6,0.0
5,13,7,0.0
5,13,8,0.0
5,13,9,0.0
5,13,10,0.0
5,13,11,0.0
5,13,12,0.0
5,13,13,0.0
5,13,14,0.0
5,13,15,0.0
5,13,16,0.0
5,13,17,0.0
5,13,18,0.0
5,13,19,0.0
5,13,20,0.0
5,13,21,0.0
5,13,22,0.0
5,13,23,0.0
5,13,24,0.0
5,13,25,0.0
5,13,26,0.0
5,13,27,0.0
5,13,28,0.0
5,13,29,0.0
5,13,30,0.0
5,13,31,0.0
5,13,32,0.0
5,13,33,0.0
5,13,34,0.0
5,13,35,0.0
5,13,36,0.0
5,13,37,0.0
5,13,38,0.0
5,13,39,0.0
5,13,40,0.0
5,13,41,0.0
5,13,42,0.0
5,13,43,0.0
5,13,44,0.0
5,13,45,0.0
5,13,46,0.0
5,13,47,0.0
5,13,48,0.0
5,13,49,0.0
5,13,50,0.0
5,13,51,0.0
5,13,52,0.0
5,13,53,0.0
5,13,54,0.0
5,13,55,0.0
5,13,56,0.0
5,13,57,0.0
5,13,58,0.0
5,13,59,0.0
5,13,60,0.0
5,13,61,0.0
5,13,62,0.0
5,13,63,0.0
5,13,64,0.0
5,13,65,0.0
5,13,66,0.0
5,13,67,0.0
5,13,68,0.0
5,13,69,0.0
5,13,70,0.0
5,13,71,0.0
5,13,72,0.0
5,13,73,0.0
5,13,74,0.0
5,13,75,0.0
5,13,76,0.0
5,13,77,0.0
5,13,78,0.0
5,13,79,0.0
5,13,80,0.0
5,13,81,0.0
5,13,82,0.0
5,13,83,0.0
5,13,84,0.0
5,13,85,0.0
5,13,86,0.0
5,13,87,0.0
5,13,88,0.0
5,13,89,0.0
5,13,90,0.0
5,13,91,0.0
5,13,92,0.0
5,13,93,0.0
5,13,94,0.0
5,13,95,0.0
5,13,96,0.0
5,13,97,0.0
5,13,98,0.0
5,13,99,0.0
5,14,0,0.0
5,14,1,0.0
5,14,2,0.0
5,14,3,0.0
5,14,4,0.0
5,14,5,0.0
5,14,6,0.0
5,14,7,0.0
5,14,8,0.0
5,14,9,0.0
5,14,10,0.0
5,14,11,0.0
5,14,12,0.0
5,14,13,0.0
5,14,14,0.0
5,14,15,0.0
5,14,16,0.0
5,14,17,0.0
5,14,18,0.0
5,14,19,0.0
5,14,20,0.0
5,14,21,0.0
5,14,22,0.0
5,14,23,0.0
5,14,24,0.0
5,14,25,0.0
5,14,26,0.0
5,14,27,0.0
5,14,28,0.0
5,14,29,0.0
5,14,30,0.0
5,14,31,0.0
5,14,32,0.0
5,14,33,0.0
5,14,34,0.0
5,14,35,0.0
5,14,36,0.0
5,14,37,0.0
5,14,38,0.0
5,14,39,0.0
5,14,40,0.0
5,14,41,0.0
5,14,42,0.0
5,14,43,0.0
5,14,44,0.0
5,14,45,0.0
5,14,46,0.0
5,14,47,0.0
5,14,48,0.0
5,14,49,0.0
5,14,50,0.0
5,14,51,0.0
5,14,52,0.0
5,14,53,0.0
5,14,54,0.0
5,14,55,0.0
5,14,56,0.0
5,14,57,0.0
5,14,58,0.0
5,14,59,0.0
5,14,60,0.0
5,14,61,0.0
5,14,62,0.0
5,14,63,0.0
5,14,64,0.0
5,14,65,0.0
5,14,66,0.0
5,14,67,0.0
5,14,68,0.0
5,14,69,0.0
5,14,70,0.0
5,14,71,0.0
5,14,72,0.0
5,14,73,0.0
5,14,74,0.0
5,14,75,0.0
5,14,76,0.0
5,14,77,0.0
5,14,78,0.0
5,14,79,0.0
5,14,80,0.0
5,14,81,0.0
5,14,82,0.0
5,14,83,0.0
5,14,84,0.0
5,14,85,0.0
5,14,86,0.0
5,14,87,0.0
5,14,88,0.0
5,14,89,0.0
5,14,90,0.0
5,14,91,0.0
5,14,92,0.0
5,14,93,0.0
5,14,94,0.0
5,14,95,0.0
5,14,96,0.0
5,14,97,0.0
5,14,98,0.0
5,14,99,0.0
5,15,0,0.0
5,15,1,0.0
5,15,2,0.0
5,15,3,0.0
5,15,4,0.0
5,15,5,0.0
5,15,6,0.0
5,15,7,0.0
5,15,8,0.0
5,15,9,0.0
5,15,10,0.0
5,15,11,0.0
5,15,12,0.0
5,15,13,0.0
5,15,14,0.0
5,15,15,0.0
5,15,16,0.0
5,15,17,0.0
5,15,18,0.0
5,15,19,0.0
5,15,20,0.0
5,15,21,0.0
5,15,22,0.0
5,15,23,0.0
5,15,24,0.0
5,15,25,0.0
5,15,26,0.0
5,15,27,0.0
5,15,28,0.0
5,15,29,0.0
5,15,30,0.0
5,15,31,0.0
5,15,32,0.0
5,15,33,0.0
5,15,34,0.0
5,15,35,0.0
5,15,36,0.0
5,15,37,0.0
5,15,38,0.0
5,15,39,0.0
5,15,40,0.0
5,15,41,0.0
5,15,42,0.0
5,15,43,0.0
5,15,44,0.0
5,15,45,0.0
5,15,46,0.0
5,15,47,0.0
5,15,48,0.0
5,15,49,0.0
5,15,50,0.0
5,15,51,0.0
5,15,52,0.0
5,15,53,0.0
5,15,54,0.0
5,15,55,0.0
5,15,56,0.0
5,15,57,0.0
5,15,58,0.0
5,15,59,0.0
5,15,60,0.0
5,15,61,0.0
5,15,62,0.0
5,15,63,0.0
5,15,64,0.0
5,15,65,0.0
5,15,66,0.0
5,15,67,0.0
5,15,68,0.0
5,15,69,0.0
5,15,70,0.0
5,15,71,0.0
5,15,72,0.0
5,15,73,0.0
5,15,74,0.0
5,15,75,0.0
5,15,76,0.0
5,15,77,0.0
5,15,78,0.0
5,15,79,0.0
5,15,80,0.0
5,15,81,0.0
5,15,82,0.0
5,15,83,0.0
5,15,84,0.0
5,15,85,0.0
5,15,86,0.0
5,15,87,0.0
5,15,88,0.0
5,15,89,0.0
5,15,90,0.0
5,15,91,0.0
5,15,92,0.0
5,15,93,0.0
5,15,94,0.0
5,15,95,0.0
5,15,96,0.0
5,15,97,0.0
5,15,98,0.0
5,15,99,0.0
5,16,0,379.0
5,16,1,383.0
5,16,2,387.0
5,16,3,387.0
5,16,4,388.0
5,16,5,381.0
5,16,6,378.0
5,16,7,389.0
5,16,8,382.0
5,16,9,381.0
5,16,10,382.0
5,16,11,380.0
5,16,12,382.0
5,16,13,386.0
5,16,14,383.0
5,16,15,388.0
5,16,16,383.0
5,16,17,385.0
5,16,18,385.0
5,16,19,380.0
5,16,20,379.0
5,16,21,383.0
5,16,22,385.0
5,16,23,384.0
5,16,24,388.0
5,16,25,383.0
5,16,26,379.0
5,16,27,378.0
5,16,28,379.0
5,16,29,386.0
5,16,30,385.0
5,16,31,379.0
5,16,32,384.0
5,16,33,380.0
5,16,34,386.0
5,16,35,383.0
5,16,36,384.0
5,16,37,383.0
5,16,38,388.0
5,16,39,378.0
5,16,40,387.0
5,16,41,383.0
5,16,42,383.0
5,16,43,381.0
5,16,44,386.0
5,16,45,381.0
5,16,46,385.0
5,16,47,380.0
5,16,48,383.0
5,16,49,386.0
5,16,50,278.0
5,16,51,379.0
5,16,52,385.0
5,16,53,382.0
5,16,54,378.0
5,16,55,386.0
5,16,56,387.0
5,16,57,387.0
5,16,58,381.0
5,16,59,385.0
5,16,60,385.0
5,16,61,378.0
5,16,62,387.0
5,16,63,378.0
5,16,64,383.0
5,16,65,386.0
5,16,66,383.0
5,16,67,383.0
5,16,68,387.0
5,16,69,385.0
5,16,70,385.0
5,16,71,382.0
5,16,72,384.0
5,16,73,379.0
5,16,74,379.0
5,16,75,387.0
5,16,76,383.0
5,16,77,385.0
5,16,78,388.0
5,16,79,380.0
5,16,80,381.0
5,16,81,388.0
5,16,82,385.0
5,16,83,381.0
5,16,84,383.0
5,16,85,379.0
5,16,86,385.0
5,16,87,384.0
5,16,88,379.0
5,16,89,383.0
5,16,90,385.0
5,16,91,380.0
5,16,92,378.0
5,16,93,384.0
5,16,94,383.0
5,16,95,387.0
5,16,96,384.0
5,16,97,379.0
5,16,98,382.0
5,16,99,381.0
5,17,0,0.0
5,17,1,0.0
5,17,2,0.0
5,17,3,0.0
5,17,4,0.0
5,17,5,0.0
5,17,6,0.0
5,17,7,0.0
5,17,8,0.0
5,17,9,0.0
5,17,10,0.0
5,17,11,0.0
5,17,12,0.0
5,17,13,0.0
5,17,14,0.0
5,17,15,0.0
5,17,16,0.0
5,17,17,0.0
5,17,18,0.0
5,17,19,0.0
5,17,20,0.0
5,17,21,0.0
5,17,22,0.0
5,17,23,0.0
5,17,24,0.0
5,17,25,0.0
5,17,26,0.0
5,17,27,0.0
5,17,28,0.0
5,17,29,0.0
5,17,30,0.0
5,17,31,0.0
5,17,32,0.0
5,17,33,0.0
5,17,34,0.0
5,17,35,0.0
5,17,36,0.0
5,17,37,0.0
5,17,38,0.0
5,17,39,0.0
5,17,40,0.0
5,17,41,0.0
5,17,42,0.0
5,17,43,0.0
5,17,44,0.0
5,17,45,0.0
5,17,46,0.0
5,17,47,0.0
5,17,48,0.0
5,17,49,0.0
5,17,50,0.0
5,17,51,0.0
5,17,52,0.0
5,17,53,0.0
5,17,54,0.0
5,17,55,0.0
5,17,56,0.0
5,17,57,0.0
5,17,58,0.0
5,17,59,0.0
5,17,60,0.0
5,17,61,0.0
5,17,62,0.0
5,17,63,0.0
5,17,64,0.0
5,17,65,0.0
5,17,66,0.0
5,17,67,0.0
5,17,68,0.0
5,17,69,0.0
5,17,70,0.0
5,17,71,0.0
5,17,72,0.0
5,17,73,0.0
5,17,74,0.0
5,17,75,0.0
5,17,76,0.0
5,17,77,0.0
5,17,78,0.0
5,17,79,0.0
5,17,80,0.0
5,17,81,0.0
5,17,82,0.0
5,17,83,0.0
5,17,84,0.0
5,17,85,0.0
5,17,86,0.0
5,17,87,0.0
5,17,88,0.0
5,17,89,0.0
5,17,90,0.0
5,17,91,0.0
5,17,92,0.0
5,17,93,0.0
5,17,94,0.0
5,17,95,0.0
5,17,96,0.0
5,17,97,0.0
5,17,98,0.0
5,17,99,0.0
5,18,0,0.0
5,18,1,0.0
5,18,2,0.0
5,18,3,0.0
5,18,4,0.0
5,18,5,0.0
5,18,6,0.0
5,18,7,0.0
5,18,8,0.0
5,18,9,0.0
5,18,10,0.0
5,18,11,0.0
5,18,12,0.0
5,18,13,0.0
5,18,14,0.0
5,18,15,0.0
5,18,16,0.0
5,18,17,0.0
5,18,18,0.0
5,18,19,0.0
5,18,20,0.0
5,18,21,0.0
5,18,22,0.0
5,18,23,0.0
5,18,24,0.0
5,18,25,0.0
5,18,26,0.0
